	P03_delta11	P06_delta11	P09_delta11	P12_delta11	P14_delta11	P17_delta11	P19_delta11	P22_delta11	P25_delta11	P28_delta11	P31_delta11	P01_mock	P04_mock	P07_mock	P10_mock	P15_mock	P20_mock	P23_mock	P26_mock	P29_mock
IGHVII-67-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-74-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-78-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-13-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-16-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-26-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-38-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-47-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-5-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-67-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-67-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-67-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-76-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIV-44-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGIP	227	154	53	0	12	37	63	101	30	66	16	208	193	69	16	35	81	74	71	15
IGKC	33371	21513	13622	369	430	2684	9380	63	17905	6	1468	11102	23276	1284	454	918	356	7381	17	963
IGKJ1	113	56	33	0	0	32	75	0	114	0	19	17	39	14	0	0	3	49	0	23
IGKJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKJ3	47	39	1	4	0	24	58	0	12	0	4	8	33	0	0	4	0	19	0	0
IGKJ4	71	70	31	0	4	31	80	3	23	0	16	34	49	3	6	13	2	31	0	8
IGKJ5	116	98	16	0	8	42	90	0	16	0	28	29	67	2	6	0	0	36	0	25
IGKV1-12	360	104	65	0	0	13	52	0	26	0	0	68	129	3	0	3	1	25	0	3
IGKV1-13	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
IGKV1-16	469	330	93	0	0	13	42	0	49	0	5	98	491	5	0	4	0	16	0	0
IGKV1-17	137	255	51	0	4	24	14	0	7	0	0	32	112	5	0	3	4	4	0	0
IGKV1-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1-27	415	189	127	5	0	7	65	2	56	0	0	45	141	9	0	1	0	40	0	0
IGKV1-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1-33	19	53	9	1	1	20	24	0	46	0	4	8	17	4	3	4	0	26	0	2
IGKV1-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1-37	6	2	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	4	0	0
IGKV1-39	59	19	17	0	0	12	45	0	3	0	0	9	49	4	0	4	0	9	0	3
IGKV1-5	59	70	9	0	4	2	15	0	16	0	0	7	46	0	0	0	3	9	0	0
IGKV1-6	81	6	9	0	9	1	9	0	32	0	5	10	13	0	6	0	0	15	0	0
IGKV1-8	30	7	11	0	0	12	15	0	18	0	5	2	5	1	0	2	0	20	0	0
IGKV1-9	1	7	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	4	0	0
IGKV1D-12	36	11	7	5	0	0	5	0	12	0	1	13	12	0	0	0	0	1	0	0
IGKV1D-13	157	41	17	0	0	0	6	0	117	0	8	29	121	2	4	0	0	45	0	0
IGKV1D-16	153	67	29	0	0	2	10	0	13	0	0	114	92	1	0	0	0	6	0	0
IGKV1D-17	52	67	25	0	1	0	34	0	37	0	0	16	89	0	0	0	0	12	0	0
IGKV1D-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-27	29	0	7	0	0	0	2	0	3	0	0	5	3	0	0	0	0	1	0	0
IGKV1D-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-33	19	16	3	0	0	4	7	0	10	0	4	1	2	0	0	0	0	4	0	0
IGKV1D-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-37	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IGKV1D-39	71	41	18	0	6	1	8	0	2	0	3	13	39	1	1	2	0	2	0	3
IGKV1D-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-43	11	21	10	0	0	20	22	0	4	0	0	2	1	1	0	2	0	2	0	0
IGKV1D-8	3	2	7	0	0	0	0	0	30	0	0	2	1	1	0	0	0	15	0	0
IGKV1OR-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-108	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR22-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-18	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-24	543	189	129	0	0	36	8	0	19	0	3	94	242	4	0	4	0	21	0	7
IGKV2-26	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IGKV2-28	277	163	48	3	0	11	55	0	50	0	5	72	208	5	0	4	0	20	0	2
IGKV2-29	4	19	0	0	0	0	2	0	4	0	0	1	1	0	0	0	0	1	0	0
IGKV2-30	297	283	38	0	0	2	57	0	59	0	3	30	172	1	0	0	0	40	0	4
IGKV2-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-24	80	40	24	0	0	2	6	0	4	0	0	20	44	0	0	4	0	2	0	0
IGKV2D-26	0	1	0	0	0	1	5	0	0	0	0	2	0	0	0	0	0	0	0	0
IGKV2D-28	86	43	14	0	0	1	16	0	31	0	0	19	72	0	0	0	1	9	0	0
IGKV2D-29	190	160	93	8	0	7	36	0	23	0	2	10	134	4	6	3	0	14	0	6
IGKV2D-30	121	90	38	2	0	6	13	0	6	0	6	5	73	2	0	0	0	4	0	0
IGKV2D-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-40	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IGKV2OR2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
IGKV2OR2-7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-7D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IGKV2OR2-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR22-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR22-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3-11	1714	1130	498	30	0	101	339	0	392	0	51	303	709	23	14	41	7	233	0	46
IGKV3-15	627	234	122	5	5	39	130	0	175	0	39	125	280	8	0	4	2	149	0	4
IGKV3-20	2368	1184	756	12	4	104	486	1	662	0	69	581	1429	50	9	38	19	396	0	33
IGKV3-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3D-11	108	84	65	1	0	5	14	0	14	0	6	18	39	0	0	0	0	5	0	2
IGKV3D-15	84	27	10	0	0	3	4	0	14	0	3	6	21	1	0	0	0	6	0	0
IGKV3D-20	214	196	91	0	0	6	23	0	38	0	13	60	214	1	0	2	0	20	0	0
IGKV3D-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3D-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3D-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3D-7	8	1	4	0	0	2	4	0	0	0	0	1	8	0	0	0	0	1	0	0
IGKV3OR2-268	21	15	10	0	0	0	4	0	5	0	0	1	10	0	0	0	0	4	0	0
IGKV3OR2-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3OR22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV4-1	5945	2217	2044	6	12	191	535	4	881	0	74	1413	3707	90	17	54	11	511	0	53
IGKV5-2	11	17	7	0	0	2	9	0	17	0	0	7	10	1	0	0	0	1	0	0
IGKV6-21	39	5	1	0	0	0	2	0	17	0	0	29	12	1	0	0	0	3	0	0
IGKV6D-21	17	65	11	0	0	0	20	0	7	0	0	4	112	2	0	4	0	6	0	0
IGKV6D-41	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IGKV7-3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
IGLC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLC2	5525	3079	1347	101	49	590	1649	46	3055	0	157	984	3623	97	73	83	27	922	4	76
IGLC3	3269	1871	1431	27	32	78	1056	1	496	0	234	445	2006	56	10	10	26	101	2	66
IGLC4	5	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0
IGLC5	38	12	35	0	0	9	67	0	129	0	14	8	12	1	0	0	0	4	0	8
IGLC6	81	25	34	8	0	12	89	0	95	0	4	10	25	4	0	0	4	22	1	0
IGLC7	72	39	68	0	0	15	143	0	226	0	26	19	82	6	0	4	1	27	0	4
IGLCOR22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLCOR22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLJ1	6	6	0	0	0	0	3	0	0	0	4	0	5	0	0	0	0	0	0	0
IGLJ2	37	10	8	0	0	20	46	0	18	0	4	4	5	1	5	0	0	13	0	7
IGLJ3	25	13	9	0	0	4	34	0	19	0	1	3	17	0	0	4	0	1	0	0
IGLJ4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IGLJ5	1	0	1	0	0	6	4	0	0	0	0	0	1	0	0	0	0	2	0	0
IGLJ6	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0
IGLJ7	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
IGLJCOR18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLL1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0
IGLL3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLL4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLL5	585	307	298	5	17	100	477	0	574	0	70	115	310	2	10	15	2	42	0	15
IGLON5	1	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	7	0	1
IGLV1-36	23	12	7	0	0	1	12	0	22	0	0	1	27	0	0	0	2	15	0	0
IGLV1-40	824	362	145	9	8	84	303	0	247	0	15	174	332	14	23	5	12	125	0	18
IGLV1-41	16	21	6	0	0	0	5	2	4	0	0	1	11	0	0	0	0	1	0	0
IGLV1-44	1202	421	188	11	19	107	362	0	224	0	28	189	684	8	8	16	3	114	1	10
IGLV1-47	739	622	336	0	13	154	373	1	374	0	46	167	544	36	6	18	5	166	0	23
IGLV1-50	1	0	1	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV1-51	23	26	17	0	0	8	10	0	24	0	0	7	19	0	0	0	1	11	0	3
IGLV1-62	5	7	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	1	0	0
IGLV10-54	11	2427	2	3	0	14	76	0	99	0	0	5	1339	0	0	0	0	13	0	0
IGLV10-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV11-55	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
IGLV2-11	1205	775	407	8	19	56	203	0	262	0	55	277	930	27	18	11	3	96	0	24
IGLV2-14	1368	1180	379	30	12	275	360	0	761	0	92	170	1548	15	32	52	0	284	0	18
IGLV2-18	407	19	125	0	0	0	37	0	52	0	16	55	14	4	8	7	0	18	0	0
IGLV2-23	1158	278	224	0	9	63	206	61	411	0	27	137	669	8	27	2	1	119	0	9
IGLV2-28	7	2	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0
IGLV2-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV2-34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV2-5	54	76	36	0	0	40	67	0	48	0	8	8	23	5	0	0	0	10	0	11
IGLV2-8	1446	733	312	0	4	29	62	0	91	0	16	189	726	5	7	0	4	45	0	3
IGLV3-1	534	287	177	20	17	158	963	2	510	0	98	98	344	27	18	24	4	189	0	24
IGLV3-10	167	135	21	5	0	4	83	0	41	0	11	35	111	1	0	0	3	19	0	4
IGLV3-12	8	6	5	0	0	7	18	0	18	0	0	5	10	1	0	0	0	5	0	0
IGLV3-13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IGLV3-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-16	82	0	28	0	0	0	65	0	66	0	9	8	2	3	16	0	0	8	0	2
IGLV3-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-19	777	538	186	10	48	72	652	2	418	0	54	99	909	14	9	23	5	119	0	10
IGLV3-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-21	253	118	187	0	5	285	316	0	662	0	46	53	145	28	0	20	1	190	0	8
IGLV3-22	2	1	0	0	4	0	1	0	4	0	0	1	0	0	0	0	1	3	0	0
IGLV3-24	2	2	4	0	0	0	7	0	9	0	0	0	6	2	0	0	0	1	0	3
IGLV3-25	203	17	111	4	10	77	188	2	547	0	37	48	102	20	11	9	4	177	0	16
IGLV3-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-27	48	8	6	1	0	11	28	0	39	0	6	11	5	2	0	0	0	36	0	0
IGLV3-29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-6	8	2	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
IGLV3-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-9	102	85	21	25	25	22	1838	0	78	0	22	22	37	2	30	0	4	12	0	0
IGLV4-3	3	2	8	0	0	9	13	0	9	0	0	7	1	0	0	2	0	2	0	4
IGLV4-60	155	107	23	0	0	10	32	3	70	0	10	18	167	0	0	5	0	15	0	4
IGLV4-69	953	572	228	0	4	59	127	1	207	0	11	139	609	2	0	10	2	74	0	13
IGLV5-37	1	7	1	0	0	4	3	0	0	0	4	0	8	0	0	0	0	6	0	0
IGLV5-45	4	1	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
IGLV5-48	0	2	1	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	5
IGLV5-52	1	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	1	0	0
IGLV6-57	258	411	255	7	8	35	96	0	274	0	20	44	229	7	0	10	0	85	0	9
IGLV7-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV7-43	619	238	110	0	0	7	28	0	28	0	3	47	273	3	0	0	1	15	0	0
IGLV7-46	2129	453	619	0	0	24	73	1	147	0	13	249	283	12	5	6	1	54	0	6
IGLV8-61	1254	715	359	5	0	26	81	0	164	0	4	166	1134	4	6	4	2	26	0	4
IGLV8OR8-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV9-49	165	65	11	11	0	59	104	0	114	0	16	11	111	4	0	4	0	53	0	0
IGLVI-20	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVI-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVI-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVI-56	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IGLVI-63	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
IGLVI-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVI-70	7	23	4	0	0	2	10	0	104	0	1	1	4	0	0	5	2	28	0	3
IGLVIV-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIV-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIV-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIV-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIV-66-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIVOR22-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVIVOR22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVV-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVV-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVVI-22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVVI-25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLVVII-41-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IGSF11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IGSF11-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF22	7	1	1	0	0	5	5	0	11	0	0	0	1	0	0	0	0	7	0	3
IGSF23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF3	30	36	33	8	11	10	54	1	29	0	4	12	29	1	19	3	0	82	0	1
IGSF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF6	2	1	3	0	0	0	0	0	2	0	0	1	2	2	0	0	0	8	0	0
IGSF8	341	120	113	7	23	72	251	1	516	0	18	95	104	35	13	27	11	414	0	16
IGSF9	0	0	0	0	0	0	3	0	3	0	0	0	2	0	0	0	0	0	0	0
IGSF9B	25	12	5	0	10	5	1	4	5	4	9	9	7	7	0	5	0	47	6	0
IHH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IHO1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IK	1022	468	500	53	59	528	1174	244	2188	181	252	356	419	225	37	206	122	1325	232	152
IKBIP	99	75	34	8	0	10	52	0	111	0	7	28	80	5	5	1	5	104	0	0
IKBKB	590	189	213	29	23	371	891	4	778	0	150	206	150	42	35	84	14	848	0	60
IKBKE	394	114	113	16	5	63	143	0	633	0	15	122	158	39	5	9	3	455	0	5
IKBKG	67	30	34	6	0	24	62	0	114	0	18	18	14	9	0	3	0	101	0	0
IKBKGP1	6	2	3	0	0	2	9	0	22	0	3	1	2	1	0	0	0	3	0	0
IKZF1	1628	868	556	63	86	1063	2381	9	1125	3	404	598	622	122	56	231	40	1870	8	138
IKZF2	102	38	31	13	23	95	171	36	30	39	66	52	31	14	20	54	27	88	45	25
IKZF3	2720	946	882	98	140	1062	3002	16	2522	0	487	966	843	200	70	295	64	2240	1	207
IKZF4	57	36	24	5	10	11	49	10	73	17	10	28	16	13	6	26	17	138	12	6
IKZF5	88	87	32	0	27	92	153	40	50	42	85	49	71	16	0	44	22	123	53	43
IL10	41	29	19	6	3	17	13	0	94	0	4	8	17	0	0	0	0	11	0	0
IL10RA	2809	1191	1000	44	73	432	1207	10	2095	0	144	646	945	155	75	114	28	2104	0	65
IL10RB	10	4	2	0	0	4	27	0	5	0	4	0	4	0	4	0	2	7	0	3
IL10RB-DT	6	2	5	0	0	0	4	0	10	0	0	2	3	0	6	0	0	15	0	0
IL11	5	2	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	1
IL11RA	107	32	21	6	9	70	136	0	143	0	29	43	38	16	19	6	13	128	0	28
IL12A	19	9	8	0	0	7	27	0	36	0	5	2	8	2	0	0	0	11	0	0
IL12A-AS1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
IL12B	1	9	0	0	0	0	3	0	10	0	0	0	2	0	0	0	0	5	0	0
IL12RB1	320	87	132	1	0	55	187	0	626	0	23	98	56	27	0	3	0	330	0	18
IL12RB2	65	4	11	0	0	1	12	0	265	0	0	19	3	2	0	0	3	250	0	0
IL13	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	41	0	0
IL13RA1	57	13	25	6	18	50	254	4	40	0	67	20	7	27	8	13	16	174	0	14
IL13RA2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IL15	38	14	12	10	0	4	38	0	16	0	4	10	7	9	0	0	3	72	0	5
IL15RA	177	58	78	13	4	25	77	0	293	0	8	26	55	19	5	0	1	173	0	0
IL16	2151	566	895	64	69	768	2104	6	2912	0	243	638	434	182	74	144	47	2356	1	67
IL17A	9	0	4	0	0	0	0	0	21	0	0	8	0	0	0	0	0	78	0	0
IL17B	5	0	0	0	0	4	0	0	10	0	0	0	1	0	0	0	0	6	0	0
IL17C	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
IL17D	2	1	0	0	0	0	2	0	11	0	0	0	1	1	0	0	0	3	0	0
IL17F	6	0	0	0	0	0	0	0	666	0	0	6	0	2	0	4	0	599	0	0
IL17RA	270	91	77	16	16	166	349	0	345	0	57	49	77	33	8	24	10	386	0	32
IL17RB	301	238	122	0	4	13	34	0	38	0	0	40	182	0	0	0	0	65	0	7
IL17RC	7	4	5	0	0	7	12	0	12	0	4	2	2	1	0	4	0	18	0	7
IL17RD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17RE	5	0	1	0	0	0	2	0	9	0	0	6	2	1	0	0	0	12	0	0
IL17REL	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL18	9	3	3	0	0	1	14	0	23	0	0	3	1	1	0	0	0	7	0	0
IL18BP	118	21	25	0	0	33	90	2	195	0	16	41	25	17	0	18	6	132	0	18
