	P03_delta11	P06_delta11	P09_delta11	P12_delta11	P14_delta11	P17_delta11	P19_delta11	P22_delta11	P25_delta11	P28_delta11	P31_delta11	P02_wt	P05_wt	P08_wt	P11_wt	P13_wt	P16_wt	P18_wt	P21_wt	P24_wt	P27_wt	P30_wt
FCRL4	50	16	29	0	0	3	10	0	188	0	0	36	8	4	0	4	0	12	0	164	0	0
FCRL5	1809	865	555	72	41	1363	1832	8	1635	0	388	1551	508	148	40	16	186	829	22	2104	1	42
FCRL6	12	1	2	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	9	0	0
FCRLA	1623	680	613	44	79	556	1716	3	1347	0	161	1034	572	135	25	25	88	517	32	1034	1	52
FCRLB	78	44	27	0	0	12	10	0	52	0	3	62	30	0	7	0	0	14	0	25	0	0
FCSK	190	70	89	4	4	82	177	0	426	0	53	120	54	28	7	0	14	52	5	228	0	6
FDCSP	0	0	0	0	0	3	0	0	8	0	0	0	0	1	0	0	0	0	0	8	1	0
FDFT1	53	16	15	5	0	17	54	0	82	0	0	27	13	7	4	0	5	26	1	53	0	0
FDPS	429	220	154	3	12	183	440	2	1454	0	105	266	149	33	12	1	22	168	4	777	2	6
FDPSP1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDPSP2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDPSP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDPSP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDPSP5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FDPSP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDPSP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDPSP8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0
FDX1	117	51	43	18	6	33	127	0	230	0	25	87	50	9	0	0	1	17	2	265	0	7
FDX1P1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDX1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDX2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	3	0	0
FDXACB1	10	8	3	0	0	3	12	0	44	0	4	9	9	7	0	0	7	8	0	52	0	0
FDXR	108	42	32	0	1	16	50	0	815	0	19	71	40	7	0	8	3	0	0	292	0	0
FECH	148	64	53	6	15	29	66	16	140	19	26	95	44	29	0	11	8	53	15	238	40	36
FECHP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEM1A	12	5	4	0	4	10	20	2	28	0	4	9	3	3	0	0	0	16	1	30	0	0
FEM1AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEM1AP2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
FEM1AP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEM1AP4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEM1B	352	206	114	0	30	196	264	73	170	88	76	315	103	88	5	61	69	158	44	417	165	81
FEM1C	120	73	31	0	6	26	71	17	54	17	26	149	44	16	0	1	14	44	7	131	15	14
FEN1	511	269	259	34	15	120	449	0	2143	2	36	232	227	25	19	0	4	46	10	1310	0	12
FEN1P1	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
FENDRR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
FER	31	28	19	0	5	32	70	9	21	13	19	59	18	7	7	10	11	51	9	48	8	31
FER1L4	80	44	20	0	0	0	2	0	5	0	0	55	33	0	0	0	0	0	0	11	0	0
FER1L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FER1L6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FER1L6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FER1L6-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERD3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERMT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERMT2	69	38	41	10	11	35	19	37	6	43	16	44	29	47	0	28	8	7	23	37	64	29
FERMT3	1764	716	794	39	52	461	1316	5	3445	0	150	966	697	151	39	31	52	426	17	2305	3	32
FERP1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FES	382	98	98	6	0	60	225	0	1006	0	5	217	91	24	5	5	12	67	2	523	0	2
FETUB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEV	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZ1	140	40	46	0	0	6	11	0	418	2	0	56	52	1	0	0	0	0	0	56	2	0
FEZ2	94	37	26	0	7	18	53	0	40	0	16	53	26	6	0	0	1	40	0	87	0	0
FEZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZF1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFAR1	15	18	4	0	4	0	3	0	31	0	0	11	3	0	0	0	0	3	0	6	0	0
FFAR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
FFAR3	1	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	7	0	0
FFAR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
FGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGD1	790	469	472	12	107	403	159	462	75	387	138	728	420	529	53	193	205	116	324	283	715	395
FGD2	1313	448	414	44	51	669	2068	6	1447	4	301	1040	325	105	12	27	100	838	22	1245	0	72
FGD3	920	232	368	24	14	505	1405	6	1773	0	227	621	218	150	43	40	54	544	26	1488	2	69
FGD4	7	8	6	0	0	4	2	0	0	0	4	17	0	2	0	0	0	4	0	13	0	0
FGD5	2	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FGD5-AS1	504	205	116	19	39	214	556	3	379	0	94	375	110	59	22	30	41	295	4	898	0	23
FGD5P1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FGD6	32	28	7	0	0	3	6	0	20	0	4	31	6	3	0	12	0	4	0	48	0	10
FGF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5
FGF10	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF10-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF12	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	1	0
FGF12-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF12-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF12-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FGF13-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF14	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0
FGF14-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF14-AS2	3	1	4	0	0	0	0	0	16	0	0	2	0	1	0	0	0	0	0	0	0	0
FGF14-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FGF17	2	0	1	0	1	0	0	2	0	2	0	4	0	0	0	0	0	0	0	0	0	0
FGF18	9	5	1	0	4	0	0	4	2	6	1	5	13	4	0	0	1	0	6	1	10	5
FGF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF2	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	7	0	0
FGF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF22	1	0	1	0	0	0	5	0	0	0	0	2	5	0	0	0	1	4	0	4	0	0
FGF23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7	6	3	3	2	7	3	9	11	1	0	6	7	0	0	0	6	2	0	10	1	9	3
FGF7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FGF8	79	22	17	0	0	5	6	42	4	15	6	36	28	16	5	5	1	0	43	16	17	30
FGF9	6	0	3	0	0	0	6	0	4	0	0	4	0	2	4	0	0	9	0	12	0	0
FGFBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFBP2	36	5	9	0	0	0	3	0	28	0	0	21	6	9	0	0	0	0	0	28	0	0
FGFBP3	1	6	1	0	0	6	3	0	4	0	0	9	3	1	0	0	0	0	0	20	0	0
FGFR1	342	146	177	10	72	171	87	156	168	136	104	234	148	191	11	49	88	43	165	416	277	175
FGFR1OP2	201	144	92	8	1	73	216	0	163	0	48	281	57	41	4	16	26	122	6	408	0	7
FGFR1OP2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR2	25	4	3	0	0	2	7	0	10	4	1	12	6	7	0	0	0	0	0	34	9	3
FGFR3	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	9	1	0
FGFR3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR3P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR3P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR4	13	6	6	0	4	7	11	0	17	0	0	8	6	1	0	4	4	4	0	20	0	0
FGFRL1	94	31	32	6	5	50	102	3	73	2	18	49	18	11	0	1	0	31	0	224	2	1
FGG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGGY	113	49	49	5	5	11	29	68	174	18	17	63	36	30	0	7	6	13	56	96	43	20
FGL1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FGL2	109	57	39	6	4	3	29	1	70	0	27	132	31	12	0	4	0	28	0	97	0	3
FGR	252	101	225	21	28	307	642	15	537	0	149	198	107	84	37	47	42	256	19	564	0	39
FH	375	198	158	27	26	121	358	8	1001	12	44	249	152	38	11	11	13	83	29	718	16	23
FHAD1	8	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	2	0	0
FHAD1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHDC1	0	2	4	0	0	7	16	1	6	0	0	2	1	0	0	0	0	0	0	16	0	0
FHIT	15	10	14	0	0	0	19	0	63	0	4	10	9	9	0	0	0	9	0	49	0	3
FHL1	69	17	33	0	3	74	60	9	15	32	8	47	10	29	0	0	4	36	8	74	56	2
FHL2	7	3	4	0	0	1	13	0	31	0	0	7	5	0	0	0	0	5	0	23	0	0
FHL3	20	7	22	0	0	14	35	1	88	1	4	15	15	5	0	0	5	0	2	78	0	0
FHL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHOD1	335	115	125	25	0	94	276	1	899	0	58	223	79	31	18	25	26	98	4	705	0	25
FHOD3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FIBCD1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIBIN	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIBP	458	137	230	12	8	112	344	7	2292	6	30	243	142	39	0	18	4	113	14	884	7	17
FICD	108	54	19	3	0	19	48	29	55	19	12	67	36	15	0	2	17	13	12	71	29	43
FIG4	220	63	100	3	8	133	273	0	316	2	15	187	64	12	6	9	9	118	4	271	0	11
FIGLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIGN	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FIGNL1	63	61	37	0	0	36	95	0	86	0	40	74	19	7	0	2	4	76	1	205	1	4
FIGNL2	1	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	6	1	3
FIGNL2-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FILIP1	0	0	1	0	0	0	0	0	0	0	4	4	2	0	0	0	3	0	0	0	2	0
FILIP1L	1000	555	349	16	127	358	202	536	95	276	132	855	502	384	22	155	252	97	596	288	596	428
FILNC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIP1L1	173	73	97	12	6	78	150	2	372	0	58	111	38	24	9	8	1	64	5	305	4	2
FIRRE	7	0	3	0	0	11	8	0	9	0	0	3	1	2	0	0	0	9	0	16	0	0
FIS1	378	136	133	13	16	125	323	0	1209	0	62	170	114	55	30	15	11	130	7	513	0	17
FITM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FITM2	27	13	13	0	0	17	47	0	20	0	4	17	10	5	0	0	0	8	0	30	0	0
FIZ1	144	55	56	8	9	32	198	1	242	0	38	94	40	26	0	0	3	51	5	171	0	10
FJX1	0	2	4	0	0	6	24	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0
FKBP10	3	0	0	0	0	3	10	0	1	0	0	1	1	0	0	0	0	6	0	5	0	2
FKBP11	406	258	68	0	0	30	88	0	318	0	8	166	170	8	0	0	0	24	1	145	0	8
FKBP14	56	52	13	0	0	6	27	1	26	0	9	38	27	0	0	0	2	9	0	30	0	4
FKBP14-AS1	2	0	5	0	0	0	8	0	0	0	0	3	1	0	0	0	0	3	0	3	0	0
FKBP15	313	122	133	16	10	218	442	2	472	2	90	290	69	51	13	6	11	166	10	634	6	18
FKBP1A	1061	467	355	41	47	276	645	9	2320	3	105	702	356	75	34	18	31	269	12	1761	10	40
FKBP1AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1AP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1AP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1B	16	4	8	0	0	4	17	2	42	0	0	12	3	0	0	0	0	0	0	11	0	0
FKBP1BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1C	14	4	1	4	0	2	5	0	15	0	2	8	4	1	0	0	0	6	0	13	0	0
FKBP2	5	2	3	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	2	0	0
FKBP3	1482	833	856	55	292	512	555	809	1203	555	301	1219	845	774	52	438	353	297	1164	1072	958	599
FKBP4	376	128	171	21	7	173	476	4	2103	0	50	285	149	61	8	13	13	118	8	1374	3	14
FKBP4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP4P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP4P6	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
FKBP4P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP4P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP5	210	61	77	4	4	51	165	2	452	1	21	181	31	40	0	4	0	38	1	1059	0	13
FKBP6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP7	7	2	1	0	0	4	9	0	17	0	4	6	8	1	6	0	0	5	0	20	0	0
FKBP8	2444	619	1003	68	25	324	1357	5	8004	0	228	1213	774	221	79	20	52	398	56	3661	5	44
FKBP9	27	5	5	0	0	0	6	0	16	1	0	14	5	5	0	0	0	1	0	22	0	1
FKBP9P1	5	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0
FKBPL	5	1	1	0	0	0	4	0	11	0	0	2	1	0	0	0	0	0	0	17	0	0
FKRP	91	53	45	8	8	55	111	0	104	0	19	62	31	11	0	5	10	42	3	161	0	1
FKTN	60	54	16	16	0	36	59	0	41	0	21	52	23	10	6	4	2	19	0	71	0	2
FLACC1	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0
FLAD1	223	105	99	8	0	98	274	5	813	0	55	153	82	38	5	11	8	133	8	564	0	7
FLCN	270	95	117	0	26	129	361	61	147	100	127	194	87	106	0	31	34	123	43	220	160	46
FLG	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
FLG-AS1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
FLG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLI1	822	343	304	20	37	432	1200	16	635	0	230	670	268	102	41	44	73	642	15	1006	1	44
FLII	1125	455	526	16	36	454	1222	17	2136	0	128	689	288	170	30	17	50	400	27	2241	1	56
FLJ12825	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0
FLJ13224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ16779	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ20021	69	11	12	0	4	8	54	0	103	0	0	32	14	2	0	0	4	7	0	16	0	0
FLJ30679	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0
FLJ31104	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ31356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ36000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ37453	33	3	13	0	0	22	39	0	36	0	17	21	7	4	0	0	0	15	1	33	0	0
FLJ38576	1	0	2	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
FLJ40194	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
FLJ40288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ42393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ42969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
FLJ46284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLNA	2975	1186	1228	182	192	1471	3923	33	8831	6	521	1880	979	578	152	164	181	1485	45	12590	9	271
FLNB	195	63	78	5	18	154	297	50	384	31	48	138	38	67	26	18	20	159	9	693	65	38
FLNB-AS1	0	0	0	0	0	4	0	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0
FLNC	104	74	56	0	11	87	25	96	5	168	16	112	33	114	2	20	48	27	25	47	280	70
FLNC-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLOT1	892	231	315	9	23	147	386	47	2467	24	33	477	230	139	15	20	25	86	38	1492	37	19
FLOT2	1958	653	951	57	119	666	2287	46	4464	18	280	1172	660	242	55	55	95	681	50	2342	47	58
FLRT1	1	2	1	0	0	2	6	2	0	0	0	3	0	1	0	0	0	5	0	0	0	0
FLRT2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FLRT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT1	37	10	10	0	0	46	33	0	44	0	19	36	2	2	0	0	0	21	0	37	0	0
FLT1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT3	39	17	9	0	0	0	4	0	0	0	0	17	9	3	0	0	0	0	0	4	0	1
FLT3LG	3	1	2	4	0	0	9	0	14	0	0	3	3	3	0	0	0	0	0	16	0	3
FLT4	18	0	6	0	0	0	0	0	14	0	0	18	5	1	0	0	0	0	0	12	0	0
FLVCR1	53	53	31	0	8	37	84	0	55	0	16	58	26	9	0	8	5	38	0	75	0	0
FLVCR1-DT	43	4	2	0	0	11	13	4	6	0	0	12	1	0	0	4	0	4	3	4	0	0
FLVCR2	19	6	10	0	0	3	12	0	33	0	4	12	9	2	4	0	0	3	1	17	0	0
FLYWCH1	408	101	163	19	22	104	718	3	595	0	95	292	101	63	10	21	9	301	29	424	0	18
FLYWCH1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLYWCH2	89	43	37	0	5	23	97	1	343	0	3	45	29	5	8	5	4	30	6	168	0	0
FMC1	1	2	1	1	0	7	0	0	7	0	0	3	1	0	0	0	0	0	0	6	0	0
FMC1-LUC7L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMN1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0
FMN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMNL1	1900	479	853	92	78	905	2616	19	4043	2	334	1319	465	306	75	83	117	942	42	4107	1	113
FMNL2	168	145	73	13	43	107	69	122	18	88	81	193	78	98	6	38	58	67	37	66	197	168
FMNL3	721	280	337	14	41	478	772	125	893	114	157	626	222	246	19	57	73	478	91	1113	169	135
FMO1	8	12	9	0	4	12	70	0	0	0	15	10	6	0	0	1	3	0	1	0	0	0
FMO10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO2	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
FMO3	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FMO4	34	10	10	0	0	25	75	0	17	0	0	23	9	2	0	4	5	30	1	35	0	0
FMO5	16	11	5	0	0	11	53	0	14	0	25	21	5	1	0	0	0	56	0	19	0	4
FMO6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMOD	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	4	0	0
FMR1	675	617	230	27	134	451	407	348	123	362	189	897	307	368	29	195	261	273	150	470	739	432
FMR1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMR1-IT1	2	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0
FMR1NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN1	713	509	388	9	45	228	84	422	49	885	66	535	327	597	24	120	120	75	154	271	1841	483
FN3K	19	9	6	0	4	0	1	0	11	0	0	9	7	0	0	0	4	4	0	28	0	3
FN3KRP	185	108	82	0	9	85	169	0	441	0	19	119	82	24	11	2	7	40	3	298	1	4
FNBP1	2528	1078	1230	100	157	738	1816	43	3033	34	563	1902	648	364	54	108	128	673	55	4575	54	165
FNBP1L	37	13	9	0	4	21	34	0	6	2	0	21	9	2	0	0	0	32	0	23	3	0
FNBP1P1	3	6	4	0	0	2	17	0	0	0	4	6	5	0	0	5	0	12	0	19	0	6
FNBP4	458	288	179	18	112	399	849	49	296	46	204	484	133	97	33	49	112	500	42	782	108	87
FNDC1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC1-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC10	17	3	8	0	0	3	10	0	49	0	0	8	3	1	0	0	0	0	1	25	0	0
FNDC11	22	4	3	0	0	4	11	0	21	0	4	9	2	2	6	0	2	4	0	21	0	0
FNDC3A	400	411	115	9	50	138	210	75	80	61	98	467	188	82	0	11	28	186	95	265	119	99
FNDC3B	112	156	21	0	10	23	14	8	8	7	9	138	67	11	4	1	5	4	12	36	17	33
FNDC3CP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC4	2	0	1	0	0	0	3	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0
FNDC5	2	2	1	0	6	0	8	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0
FNDC7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0
FNDC8	0	0	0	0	0	4	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
FNDC9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNIP1	199	181	92	9	39	190	226	133	32	137	108	266	76	105	8	64	49	185	30	188	265	165
