	P01_mock	P04_mock	P07_mock	P10_mock	P15_mock	P20_mock	P23_mock	P26_mock	P29_mock	P02_wt	P05_wt	P08_wt	P11_wt	P13_wt	P16_wt	P18_wt	P21_wt	P24_wt	P27_wt	P30_wt
BCAT2	42	71	27	0	12	2	405	0	3	125	56	34	6	0	8	50	5	585	0	0
BCCIP	76	113	15	12	23	5	453	0	12	163	101	10	12	3	4	115	4	671	1	13
BCDIN3D	9	12	2	0	13	3	46	0	8	39	10	8	0	0	3	21	0	79	0	3
BCDIN3D-AS1	4	4	0	6	0	0	11	0	4	12	0	0	0	0	0	2	1	19	0	3
BCHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCKDHA	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BCKDHB	16	25	1	6	0	1	62	0	1	36	23	9	0	4	4	31	3	94	0	0
BCKDK	116	183	58	13	32	13	394	25	29	282	134	57	18	35	20	84	54	538	25	41
BCL10	73	102	15	0	42	15	155	25	15	172	70	35	9	23	16	95	7	179	16	21
BCL11A	173	107	43	8	56	6	382	7	51	352	111	75	30	14	38	323	5	553	9	31
BCL11B	58	37	32	5	4	16	319	22	9	115	28	56	14	0	11	0	15	466	31	16
BCL2	282	255	106	26	136	54	748	19	145	715	220	135	22	57	66	839	27	880	31	92
BCL2A1	83	44	25	4	15	4	375	1	3	215	68	32	0	0	6	78	6	735	0	3
BCL2L1	278	434	192	23	52	72	773	157	60	549	460	146	18	23	34	73	172	1065	215	57
BCL2L1-AS1	1	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	0	12	0	0
BCL2L10	3	6	0	0	0	0	3	0	0	7	7	0	0	0	0	0	0	0	0	0
BCL2L11	144	123	44	5	58	20	351	28	43	336	63	96	16	2	22	234	26	654	38	45
BCL2L12	41	82	17	0	0	2	271	0	6	117	88	9	12	7	5	16	3	347	0	3
BCL2L12P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL2L13	81	69	32	14	27	11	378	0	18	165	77	30	18	0	27	106	4	465	0	10
BCL2L14	2	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	12	0	0
BCL2L15	1	4	1	0	1	0	5	0	0	7	4	2	0	0	0	9	2	15	1	0
BCL2L2	62	57	22	0	40	24	70	69	21	101	22	43	0	21	15	26	32	105	82	46
BCL2L2-PABPN1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
BCL3	163	171	55	2	37	10	1177	0	9	393	235	64	25	10	7	116	10	1567	2	2
BCL6	251	151	51	23	75	73	552	36	58	417	98	101	22	35	56	272	176	741	52	83
BCL6B	3	3	3	0	0	1	30	1	0	3	3	4	0	5	3	13	0	10	1	1
BCL7A	38	27	9	13	48	29	141	24	53	85	28	35	17	21	34	174	27	130	51	27
BCL7B	100	95	28	18	51	12	606	0	34	228	117	27	25	8	26	155	1	689	0	9
BCL7C	104	116	129	27	80	54	371	111	70	165	90	97	14	34	32	46	184	499	105	60
BCL9	371	386	214	19	217	320	469	659	128	626	326	462	22	130	118	94	193	358	785	328
BCL9L	285	278	152	5	274	307	526	295	151	452	237	266	41	105	161	274	168	538	404	302
BCL9P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCLAF1	756	823	409	44	610	300	1372	827	308	1418	608	586	44	315	393	638	640	1839	996	603
BCLAF1P1	0	1	0	0	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	0
BCLAF1P2	1	1	3	0	5	0	2	1	1	12	5	1	0	0	0	6	0	4	2	6
BCLAF3	25	20	6	0	7	7	35	0	3	53	15	6	0	4	0	48	0	44	0	4
BCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCO2	3	2	0	0	0	0	7	0	0	4	3	0	0	4	0	3	0	5	0	0
BCOR	246	290	96	14	165	83	714	220	150	558	205	234	36	94	94	328	96	940	306	115
BCORL1	30	22	10	0	12	15	106	1	16	73	18	10	10	7	2	83	5	142	0	9
BCORP1	8	0	4	5	0	0	17	0	0	26	0	13	0	4	4	0	0	42	0	0
BCR	94	167	32	22	40	4	602	0	23	223	116	39	15	3	21	202	10	677	0	8
BCRP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCRP3	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
BCRP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
BCRP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
BCRP6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BCRP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCRP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCRP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCS1L	43	57	13	0	24	4	187	3	20	97	67	22	0	4	5	59	6	245	1	11
BCYRN1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
BDH1	5	11	0	0	0	0	139	0	5	18	5	8	0	4	0	15	0	199	0	0
BDH2	20	15	5	0	3	1	62	0	7	43	11	4	4	0	0	27	0	124	0	0
BDH2P1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
BDKRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDKRB2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BDNF	256	184	85	11	68	114	122	283	78	396	148	129	0	46	54	47	180	128	434	102
BDNF-AS	1	0	0	0	0	0	7	0	0	3	1	0	0	0	0	0	0	1	0	0
BDP1	28	33	5	9	49	10	98	28	23	135	10	19	5	9	30	129	1	166	27	18
BDP1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEAN1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
BEAN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BECN1	349	403	289	29	236	267	798	528	137	650	313	378	24	92	109	304	224	704	647	281
BECN1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BECN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEGAIN	2	1	2	9	0	10	5	0	0	9	3	5	0	0	1	6	0	7	0	0
BEND2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEND3	6	9	5	0	11	1	30	7	4	12	7	9	0	0	0	6	0	64	7	8
BEND3P1	3	5	1	0	1	0	10	0	3	13	9	3	0	0	0	16	0	5	0	1
BEND3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEND3P3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	6	0	0
BEND4	43	43	5	5	25	3	49	0	24	124	25	20	5	2	15	136	0	113	0	14
BEND5	34	37	15	6	4	4	66	1	10	81	51	18	0	0	6	37	3	130	3	3
BEND6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0
BEND7	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
BEND7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEST1	5	4	1	0	0	0	9	0	0	8	0	0	0	0	0	11	0	2	0	0
BEST2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEST3	10	5	7	0	5	16	6	28	6	23	18	15	0	0	4	4	17	18	37	0
BEST4	7	3	0	0	0	0	9	0	0	3	5	0	0	0	0	0	1	3	0	0
BET1	40	49	8	5	15	0	70	0	8	135	34	8	6	6	11	44	1	127	0	9
BET1-AS1	0	4	0	0	0	0	2	0	0	10	0	0	0	0	0	6	0	3	0	0
BET1L	82	111	36	0	28	15	408	0	3	250	108	32	5	8	23	98	9	523	0	13
BET1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEX1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
BEX2	24	13	12	0	4	0	70	0	7	38	5	6	0	3	4	12	3	105	0	0
BEX3	17	5	1	0	0	0	36	0	0	11	2	2	0	0	0	0	0	22	0	0
BEX4	28	22	13	0	8	2	145	0	14	78	22	21	5	6	10	85	7	130	0	8
BEX5	2	5	2	0	0	0	11	0	0	7	3	1	0	0	0	0	0	32	0	0
BFAR	34	45	8	7	17	4	167	6	2	91	45	9	4	2	8	58	3	236	9	9
BFSP1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0
BFSP2	10	16	0	0	0	3	30	0	0	33	14	0	0	0	0	4	0	38	0	0
BFSP2-AS1	1	4	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	4	0	0
BGLAP	0	0	0	0	0	0	3	0	0	4	0	1	0	0	0	0	1	0	0	0
BGLT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGN	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	6
BHLHA15	9	101	0	0	0	0	0	0	0	45	83	0	0	0	0	0	0	6	0	4
BHLHA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHLHB9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHLHB9P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHLHE22	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	5	0	0
BHLHE23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHLHE40	234	101	65	33	12	14	2341	0	6	716	85	148	62	21	22	107	8	4088	0	9
BHLHE40-AS1	9	3	0	4	0	0	35	0	0	11	1	3	0	0	0	0	0	51	0	0
BHLHE41	188	374	71	15	80	128	204	186	87	540	232	169	1	45	37	84	114	187	256	82
BHMG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
BHMT	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
BHMT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BICC1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	3	0
BICD1	26	32	3	0	20	1	88	0	2	73	33	8	0	4	5	51	0	93	0	5
BICD1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BICD2	529	618	173	36	330	172	818	552	250	976	438	351	44	114	204	943	135	746	723	393
BICDL1	123	25	41	0	13	7	447	0	19	177	45	43	17	8	3	26	6	575	0	5
BICDL2	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
BICRA	52	76	28	5	70	4	278	4	29	139	76	33	5	0	25	132	3	342	11	15
BICRA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
BICRAL	108	103	32	10	65	32	272	23	62	224	59	55	12	36	35	125	34	338	49	61
BID	87	93	14	21	1	2	313	0	4	237	109	22	10	0	9	20	5	683	0	4
BIK	12	59	0	0	0	0	26	0	0	35	35	0	0	0	0	0	0	59	0	0
BIN1	314	194	175	26	107	31	1295	24	72	580	192	155	18	25	75	301	56	1688	38	39
BIN2	158	222	45	6	69	7	727	0	22	382	154	61	4	22	17	193	12	851	0	19
BIN2P1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
BIN2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIN3	27	29	17	12	28	4	176	0	5	109	28	14	0	9	3	65	8	204	0	0
BIRC2	103	96	15	19	21	9	243	0	15	286	78	30	4	23	5	96	3	302	1	19
BIRC3	618	496	180	74	276	78	1775	1	158	1569	372	299	61	65	220	1085	40	2195	0	145
BIRC5	56	149	4	1	0	0	576	0	0	137	145	7	0	0	0	8	4	830	0	5
BIRC6	724	627	140	63	400	280	935	407	276	1527	456	299	63	209	254	767	233	1319	528	541
BIRC6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIRC6-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIRC7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIRC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BISPR	25	36	10	0	8	2	83	0	7	59	8	20	0	0	0	46	0	109	0	4
BIVM	17	8	0	6	0	0	43	0	4	30	10	1	0	0	0	0	0	73	0	0
BIVM-ERCC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACAT1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
BLACE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLCAP	247	251	164	23	154	180	623	322	99	492	245	217	25	88	121	461	130	577	511	161
BLID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLK	79	23	29	15	19	4	187	0	29	130	29	37	9	5	26	178	6	204	0	13
BLM	52	180	1	6	3	1	287	0	2	195	135	7	6	0	6	39	0	502	0	4
BLMH	202	230	154	11	88	74	607	144	44	313	207	124	12	27	42	81	186	778	191	107
BLNK	219	505	37	30	61	28	518	0	37	1014	437	59	23	37	63	404	10	742	1	50
BLOC1S1	117	119	133	7	60	104	200	116	47	184	138	103	4	5	49	26	138	161	195	91
BLOC1S2	48	57	16	0	19	12	301	0	24	167	45	13	16	4	11	167	4	458	0	12
BLOC1S2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOC1S3	27	52	13	0	15	5	116	0	11	81	56	14	0	3	2	72	0	143	0	9
BLOC1S4	53	40	21	12	11	10	156	0	9	86	46	16	18	7	8	70	4	222	0	0
BLOC1S5	35	35	17	0	5	1	105	0	9	111	17	9	5	0	8	56	2	239	0	0
BLOC1S5-TXNDC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOC1S6	99	129	21	19	29	7	303	0	31	251	88	18	13	18	16	260	9	470	0	28
BLVRA	23	19	9	9	4	0	248	0	0	54	17	8	5	0	4	0	0	386	0	0
BLVRB	22	20	11	0	0	1	98	0	4	53	29	16	0	5	4	11	4	139	0	0
BLZF1	22	26	5	0	2	0	64	0	4	64	17	6	0	0	4	30	0	83	0	0
BLZF2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMERB1	4	2	1	0	0	1	8	2	0	7	2	2	0	0	0	0	0	15	0	0
BMF	470	514	154	51	245	65	983	0	157	1013	444	165	43	46	97	901	28	1203	3	56
BMF-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMI1	151	173	14	6	33	35	123	53	6	277	81	41	0	11	12	106	25	151	71	22
BMI1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP1	53	50	27	0	23	28	65	74	39	54	45	42	0	24	19	18	20	90	79	53
BMP10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BMP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP2K	66	48	15	5	26	5	101	22	21	98	21	23	0	26	24	105	13	97	23	45
BMP2KL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BMP4	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	4	3
BMP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP6	4	16	0	0	0	0	5	2	0	7	6	1	0	0	0	0	0	9	0	0
BMP6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP7	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0
BMP7-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP8A	7	14	1	0	0	0	25	0	0	35	7	0	0	0	4	37	0	43	0	3
BMP8B	7	83	4	0	15	0	39	0	2	36	28	1	0	0	13	7	0	54	0	7
BMP8B-AS1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMPER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
BMPR1A	17	33	5	0	5	1	58	1	2	43	10	9	0	0	0	0	0	104	0	0
BMPR1AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
BMPR1AP2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
BMPR1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMPR1B-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMPR2	163	190	44	0	85	32	147	227	26	340	94	81	19	18	53	110	43	206	295	85
BMS1	86	130	33	18	23	6	680	7	46	249	104	52	27	12	41	184	10	924	0	15
BMS1P1	1	0	0	0	0	0	18	0	4	6	2	3	0	1	0	9	0	23	0	0
BMS1P10	3	0	0	0	4	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
BMS1P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BMS1P14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BMS1P21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P4	0.5	3	0	0	2	0	2.5	0	0	1	0.5	0	0	0	0	2	0	3.5	0	0
BMS1P4-AGAP5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMT2	131	110	11	5	7	8	74	1	10	171	68	17	0	9	0	27	10	53	11	8
BMX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNC2	1	0	1	0	4	0	0	4	0	0	2	0	0	0	0	0	0	0	9	5
BNC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP1	16	26	5	0	5	0	90	0	0	45	18	10	11	0	0	4	0	177	0	1
BNIP2	162	120	20	6	52	9	412	0	28	407	119	42	5	14	37	227	9	566	7	13
BNIP3	134	184	36	0	4	11	191	0	4	346	132	23	8	6	3	21	6	144	0	3
BNIP3L	220	233	82	17	50	55	378	33	41	562	153	66	9	8	29	131	47	387	38	18
BNIP3P1	0	3	0	0	2	2	0	0	0	3	2	1	0	0	0	0	1	1	0	0
BNIP3P10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BNIP3P11	2	5	1	0	0	0	2	0	5	8	1	0	0	0	5	31	0	0	0	3
BNIP3P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BNIP3P16	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
BNIP3P17	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
BNIP3P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	2	0	0	0
BNIP3P23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BNIP3P26	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BNIP3P40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P42	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP3P9	2	0	0	0	0	0	5	0	0	5	1	0	0	0	0	3	0	5	0	0
BNIP5	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
BNIPL	2	0	0	0	0	0	8	0	0	12	2	1	0	0	0	21	0	9	0	0
BOC	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1
BOD1	32	26	13	18	4	5	122	0	7	57	31	14	0	10	7	40	2	179	0	6
BOD1L1	192	191	38	26	217	15	555	17	128	555	90	113	34	65	70	568	24	663	21	79
BOD1L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOD1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOD1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOK	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0
BOK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA1	20	30	13	3	4	0	133	0	4	45	42	8	0	0	3	30	1	148	0	2
BOLA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA2-SMG1P6	0	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0
BOLA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA2P2	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
BOLA2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3	12	18	1	0	0	0	104	0	0	24	13	10	0	0	0	0	0	103	0	0
BOLA3-AS1	1	2	1	0	0	0	6	0	3	4	2	3	0	0	0	4	0	10	0	4
BOLA3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLL	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BOP1	68	124	34	5	27	2	724	0	13	193	152	34	29	11	8	76	2	1018	0	21
BORA	17	20	3	0	0	2	88	1	9	45	17	7	0	0	4	29	3	146	1	0
BORCS5	8	11	0	7	0	0	36	0	0	14	6	0	0	4	0	9	0	57	0	0
BORCS6	36	42	25	0	8	3	135	0	8	97	41	26	0	0	0	61	2	190	0	9
BORCS7	29	21	4	0	5	0	62	0	6	49	13	8	0	0	9	21	0	51	0	0
BORCS7-ASMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BORCS8	13	25	5	4	9	0	87	0	8	48	27	7	5	4	17	41	0	104	0	0
BORCS8-MEF2B	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	2	0	0
BPESC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPGM	54	58	7	0	4	3	165	1	5	133	48	7	0	0	1	11	0	243	0	4
BPHL	6	5	0	0	6	4	46	0	0	22	9	4	0	0	2	30	0	27	0	2
BPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFA4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
